"PERIOD","Target","Source","PRODUCT","FLOW","STAT_REGIME","INDICATORS","Value","Flag and Footnotes"
"2003-08-01","Deutschland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","127719.0",""
"2003-08-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","170583.3",""
"2003-08-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","19610.5",""
"2003-08-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","57.5",""
"2003-08-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","57.5",""
"2003-08-01","Deutschland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","352713.3",""
"2003-08-01","Deutschland","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","365.3",""
"2003-08-01","Deutschland","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.5",""
"2003-08-01","Deutschland","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.5",""
"2003-08-01","Deutschland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","2250.8",""
"2003-08-01","Deutschland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","891687.3",""
"2003-08-01","Deutschland","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","3.1",""
"2003-08-01","Deutschland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","74686.0",""
"2003-08-01","Deutschland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","62744.6",""
"2003-08-01","Deutschland","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.5",""
"2003-08-01","Deutschland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","135007.3",""
"2003-08-01","Italien","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","35201.3",""
"2003-08-01","Italien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","681841.4",""
"2003-08-01","Italien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","70.5",""
"2003-08-01","Italien","China","Total","EINFUHR","NORMAL","QUANTITY_TON","323656.1",""
"2003-08-01","Italien","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","61.3",""
"2003-08-01","Italien","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","6237.4",""
"2003-08-01","Italien","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","799152.4",""
"2003-08-01","Italien","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","4.5",""
"2003-08-01","Italien","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","36755.5",""
"2003-08-01","Italien","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","218427.6",""
"2003-08-01","Italien","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","468882.9",""
"2003-08-01","Italien","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.6",""
"2003-08-01","Ver.Koenigr.","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","50016.5",""
"2003-08-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","427862.4",""
"2003-08-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","2984.6",""
"2003-08-01","Ver.Koenigr.","China","Total","EINFUHR","NORMAL","QUANTITY_TON","377004.4",""
"2003-08-01","Ver.Koenigr.","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","106.4",""
"2003-08-01","Ver.Koenigr.","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","14483.1",""
"2003-08-01","Ver.Koenigr.","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","691106.9",""
"2003-08-01","Ver.Koenigr.","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","41587.6",""
"2003-08-01","Ver.Koenigr.","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","18592.7",""
"2003-08-01","Ver.Koenigr.","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","4.9",""
"2003-08-01","Ver.Koenigr.","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","741625.0",""
"2003-08-01","Ver.Koenigr.","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.4",""
"2003-08-01","Irland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","6647.5",""
"2003-08-01","Irland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","143765.6",""
"2003-08-01","Irland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","11032.1",""
"2003-08-01","Irland","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1.1",""
"2003-08-01","Irland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","19.2",""
"2003-08-01","Irland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","111488.4",""
"2003-08-01","Irland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","77.6",""
"2003-08-01","Irland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","52.5",""
"2003-08-01","Irland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","19401.8",""
"2003-08-01","Daenemark","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","15050.7",""
"2003-08-01","Daenemark","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","39420.7",""
"2003-08-01","Daenemark","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.2",""
"2003-08-01","Daenemark","China","Total","EINFUHR","NORMAL","QUANTITY_TON","36224.6",""
"2003-08-01","Daenemark","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","66.6",""
"2003-08-01","Daenemark","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","112.2",""
"2003-08-01","Daenemark","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","15482.2",""
"2003-08-01","Daenemark","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","6118.8",""
"2003-08-01","Daenemark","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","165566.0",""
"2003-08-01","Daenemark","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","1368.1",""
"2003-08-01","Griechenland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","2927.2",""
"2003-08-01","Griechenland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","8171.7",""
"2003-08-01","Griechenland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2003-08-01","Griechenland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","22861.7",""
"2003-08-01","Griechenland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","141.0",""
"2003-08-01","Griechenland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","60166.6",""
"2003-08-01","Griechenland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","6541.4",""
"2003-08-01","Griechenland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","55695.6",""
"2003-08-01","Griechenland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","675.2",""
"2003-08-01","Portugal","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","72563.1",""
"2003-08-01","Portugal","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.4",""
"2003-08-01","Portugal","China","Total","EINFUHR","NORMAL","QUANTITY_TON","11633.9",""
"2003-08-01","Portugal","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","604.8",""
"2003-08-01","Portugal","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","96318.4",""
"2003-08-01","Portugal","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1.6",""
"2003-08-01","Portugal","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","2424.1",""
"2003-08-01","Portugal","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","28035.9",""
"2003-08-01","Portugal","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","267591.8",""
"2003-08-01","Spanien","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","627854.3",""
"2003-08-01","Spanien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","660234.6",""
"2003-08-01","Spanien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","17.5",""
"2003-08-01","Spanien","China","Total","EINFUHR","NORMAL","QUANTITY_TON","221908.1",""
"2003-08-01","Spanien","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","3132.1",""
"2003-08-01","Spanien","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","2107.7",""
"2003-08-01","Spanien","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","553198.7",""
"2003-08-01","Spanien","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","4.9",""
"2003-08-01","Spanien","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","39643.7",""
"2003-08-01","Spanien","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","247008.7",""
"2003-08-01","Spanien","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.7",""
"2003-08-01","Spanien","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","320313.2",""
"2003-08-01","Spanien","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.1",""
"2003-08-01","Belgien","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","27239.9",""
"2003-08-01","Belgien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","448936.9",""
"2003-08-01","Belgien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","1491.7",""
"2003-08-01","Belgien","China","Total","EINFUHR","NORMAL","QUANTITY_TON","220301.3",""
"2003-08-01","Belgien","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","8.4",""
"2003-08-01","Belgien","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","696.5",""
"2003-08-01","Belgien","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","621110.2",""
"2003-08-01","Belgien","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","35767.9",""
"2003-08-01","Belgien","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","51615.4",""
"2003-08-01","Belgien","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","186140.5",""
"2003-08-01","Belgien","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2003-08-01","Luxemburg","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","543.8",""
"2003-08-01","Luxemburg","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","2394.9",""
"2003-08-01","Luxemburg","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.3",""
"2003-08-01","Luxemburg","China","Total","EINFUHR","NORMAL","QUANTITY_TON","1448.2",""
"2003-08-01","Luxemburg","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","197.2",""
"2003-08-01","Luxemburg","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","103.4",""
"2003-08-01","Luxemburg","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","0.0",""
"2003-08-01","Luxemburg","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","35.9",""
"2003-08-01","Luxemburg","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","5.0",""
"2003-08-01","Schweden","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","13816.7",""
"2003-08-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","133042.3",""
"2003-08-01","Schweden","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","41.8",""
"2003-08-01","Schweden","China","Total","EINFUHR","NORMAL","QUANTITY_TON","85037.8",""
"2003-08-01","Schweden","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","93.9",""
"2003-08-01","Schweden","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","17.5",""
"2003-08-01","Schweden","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","17.5",""
"2003-08-01","Schweden","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","6.0",""
"2003-08-01","Schweden","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","19190.9",""
"2003-08-01","Schweden","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","1423.6",""
"2003-08-01","Schweden","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","31127.7",""
"2003-08-01","Schweden","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","83744.1",""
"2003-08-01","Schweden","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2003-08-01","Finnland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","17225.9",""
"2003-08-01","Finnland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","114847.5",""
"2003-08-01","Finnland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","4.8",""
"2003-08-01","Finnland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","21733.9",""
"2003-08-01","Finnland","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","7.6",""
"2003-08-01","Finnland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","64.9",""
"2003-08-01","Finnland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","5671.2",""
"2003-08-01","Finnland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","10330.4",""
"2003-08-01","Finnland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","16513.2",""
"2003-08-01","Finnland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","21267.9",""
"2003-08-01","Finnland","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2003-08-01","Oesterreich","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","3240.5",""
"2003-08-01","Oesterreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","6694.8",""
"2003-08-01","Oesterreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","37.2",""
"2003-08-01","Oesterreich","China","Total","EINFUHR","NORMAL","QUANTITY_TON","17779.9",""
"2003-08-01","Oesterreich","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","54.3",""
"2003-08-01","Oesterreich","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","1.1",""
"2003-08-01","Oesterreich","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","65191.2",""
"2003-08-01","Oesterreich","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","1646.7",""
"2003-08-01","Oesterreich","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","100.2",""
"2003-08-01","Oesterreich","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","3780.0",""
"2003-08-01","Oesterreich","Australien","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.0",""
"2003-08-01","Oesterreich","Australien","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.0",""
"2003-09-01","Frankreich","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","149211.2",""
"2003-09-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","338337.7",""
"2003-09-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","136.5",""
"2003-09-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.0",""
"2003-09-01","Frankreich","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","0.0",""
"2003-09-01","Frankreich","China","Total","EINFUHR","NORMAL","QUANTITY_TON","316816.5",""
"2003-09-01","Frankreich","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","230.7",""
"2003-09-01","Frankreich","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","1215.6",""
"2003-09-01","Frankreich","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","1751861.3",""
"2003-09-01","Frankreich","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","12.6",""
"2003-09-01","Frankreich","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","64240.3",""
"2003-09-01","Frankreich","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","16552.6",""
"2003-09-01","Frankreich","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","616540.8",""
"2003-09-01","Frankreich","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.2",""
"2003-09-01","Niederlande","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","62174.5",""
"2003-09-01","Niederlande","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","623618.7",""
"2003-09-01","Niederlande","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","71.0",""
"2003-09-01","Niederlande","China","Total","EINFUHR","NORMAL","QUANTITY_TON","482475.1",""
"2003-09-01","Niederlande","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","37.8",""
"2003-09-01","Niederlande","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","11.9",""
"2003-09-01","Niederlande","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","11.9",""
"2003-09-01","Niederlande","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","12809.4",""
"2003-09-01","Niederlande","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","1452744.1",""
"2003-09-01","Niederlande","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","108776.6",""
"2003-09-01","Niederlande","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","315307.0",""
"2003-09-01","Niederlande","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","764901.9",""
"2003-09-01","Niederlande","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.3",""
"2003-09-01","Deutschland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","103110.7",""
"2003-09-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","297643.7",""
"2003-09-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","18050.7",""
"2003-09-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","38.6",""
"2003-09-01","Deutschland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","38.6",""
"2003-09-01","Deutschland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","384461.4",""
"2003-09-01","Deutschland","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","522.8",""
"2003-09-01","Deutschland","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","2.5",""
"2003-09-01","Deutschland","China","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","2.5",""
"2003-09-01","Deutschland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","2652.3",""
"2003-09-01","Deutschland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","943746.9",""
"2003-09-01","Deutschland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","58111.1",""
"2003-09-01","Deutschland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","94167.9",""
"2003-09-01","Deutschland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","137238.1",""
"2003-09-01","Italien","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","64286.3",""
"2003-09-01","Italien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","782668.9",""
"2003-09-01","Italien","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","300.7",""
"2003-09-01","Italien","China","Total","EINFUHR","NORMAL","QUANTITY_TON","382872.8",""
"2003-09-01","Italien","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","109.6",""
"2003-09-01","Italien","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","15624.8",""
"2003-09-01","Italien","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","1202806.5",""
"2003-09-01","Italien","Brasilien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","12.2",""
"2003-09-01","Italien","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","82691.3",""
"2003-09-01","Italien","Chile","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","3.3",""
"2003-09-01","Italien","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","279076.3",""
"2003-09-01","Italien","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.1",""
"2003-09-01","Italien","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","592151.1",""
"2003-09-01","Italien","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2003-09-01","Ver.Koenigr.","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","66806.9",""
"2003-09-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","587945.4",""
"2003-09-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","3623.6",""
"2003-09-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","14.0",""
"2003-09-01","Ver.Koenigr.","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Lithiumoxid und Lithiumhydroxid","EINFUHR","NORMAL","QUANTITY_TON","14.0",""
"2003-09-01","Ver.Koenigr.","China","Total","EINFUHR","NORMAL","QUANTITY_TON","428542.3",""
"2003-09-01","Ver.Koenigr.","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","123.6",""
"2003-09-01","Ver.Koenigr.","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","4757.8",""
"2003-09-01","Ver.Koenigr.","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","651795.2",""
"2003-09-01","Ver.Koenigr.","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","49680.3",""
"2003-09-01","Ver.Koenigr.","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","32150.2",""
"2003-09-01","Ver.Koenigr.","Argentinien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","4.2",""
"2003-09-01","Ver.Koenigr.","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","1655135.4",""
"2003-09-01","Ver.Koenigr.","Australien","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.2",""
"2003-09-01","Irland","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","2766.1",""
"2003-09-01","Irland","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","43510.0",""
"2003-09-01","Irland","China","Total","EINFUHR","NORMAL","QUANTITY_TON","15729.2",""
"2003-09-01","Irland","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","19.8",""
"2003-09-01","Irland","Simbabwe","Total","EINFUHR","NORMAL","QUANTITY_TON","41.5",""
"2003-09-01","Irland","Brasilien","Total","EINFUHR","NORMAL","QUANTITY_TON","153350.9",""
"2003-09-01","Irland","Chile","Total","EINFUHR","NORMAL","QUANTITY_TON","60.4",""
"2003-09-01","Irland","Argentinien","Total","EINFUHR","NORMAL","QUANTITY_TON","9540.1",""
"2003-09-01","Irland","Australien","Total","EINFUHR","NORMAL","QUANTITY_TON","540.6",""
"2003-09-01","Daenemark","Portugal","Total","EINFUHR","NORMAL","QUANTITY_TON","11379.4",""
"2003-09-01","Daenemark","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","NORMAL","QUANTITY_TON","201547.2",""
"2003-09-01","Daenemark","Vereinigte Staaten(1995-2500);Vereinigte Staaten(1976-1994)","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","0.0",""
"2003-09-01","Daenemark","China","Total","EINFUHR","NORMAL","QUANTITY_TON","38884.2",""
"2003-09-01","Daenemark","China","Total","EINFUHR","PASSIVE VEREDELUNG","QUANTITY_TON","73.0",""
