period,continent,country,source_continent,source_country,product_type,product_name,quantity,company,company_country
01.01.2015,europe,italy,asia,russia,mineral,cobalt,511.6221444,russia_mining_network,russia
01.01.2015,europe,italy,america,brasil,mineral,silicon,223.0958107,glencore,uk
01.01.2015,europe,uk,asia,china,mineral,graphite,512.0444012,byd_group,china
01.01.2015,europe,poland,asia,russia,mineral,cobalt,46.84283849,russia_mining_network,russia
01.01.2015,europe,poland,europe,poland,mineral,lithium,1563.673334,poland_group,poland
01.01.2015,europe,spain,africa,drc,mineral,cobalt,364.0354298,,
01.01.2015,europe,uk,america,chile,mineral,lithium,4014.485184,taiyuan_mining_group,china
01.01.2015,europe,spain,asia,russia,mineral,cobalt,7.558124595,russia_mining_network,russia
01.01.2015,europe,uk,asia,china,mineral,lithium,37.0697213,byd_group,china
01.01.2015,europe,spain,america,brasil,mineral,lithium,8816.259927,glencore,uk
01.01.2015,europe,switzerland,asia,russia,mineral,cobalt,86.71552869,glencore,uk
01.01.2015,europe,uk,america,usa,mineral,cobalt,39.3871581,newmont_goldcorp,usa
01.01.2015,europe,uk,asia,russia,mineral,cobalt,323.4907073,russia_mining_network,russia
01.01.2015,asia,china,asia,china,mineral,lithium,1607.507488,taiyuan_mining_group,china
01.01.2015,asia,china,africa,drc,mineral,nickel,789.6914099,byd_group,china
01.01.2015,asia,china,africa,drc,mineral,graphite,2338.221078,taiyuan_mining_group,china
01.01.2015,asia,china,america,argentina,mineral,lithium,4.213280664,newmont_goldcorp,usa
01.01.2015,asia,china,oceany,australia,mineral,lithium,8672.764682,byd_group,china
01.01.2015,asia,china,africa,drc,mineral,cobalt,140.8331225,,
01.01.2015,europe,belgium,asia,japan,manufactured,lithium_battery,53.70335318,sanyo,japan
01.01.2015,america,usa,asia,japan,manufactured,nickel_battery,42.61314179,sanyo,japan
01.01.2015,europe,belgium,asia,south_korea,manufactured,lithium_battery,25.42163566,kokam_co,south_korea
01.01.2015,america,usa,asia,south_korea,manufactured,nickel_battery,6.29545966,kokam_co,south_korea
01.01.2015,america,usa,europe,uk,manufactured,lithium_battery,3.802219999,glencore,uk
01.01.2015,america,usa,america,usa,manufactured,lithium_battery,80.75474807,taiyuan_mining_group,china
01.01.2015,europe,germany,europe,finland,mineral,nickel,7159.739871,german_mining_network,germany
01.01.2015,europe,france,europe,finland,mineral,nickel,4942.384215,finland_national_group,finland
01.01.2015,europe,spain,europe,finland,mineral,nickel,1806.232765,finland_national_group,finland
01.01.2015,europe,poland,europe,finland,mineral,nickel,4969.923218,poland_group,poland
01.01.2015,europe,italy,europe,finland,mineral,nickel,337.1602194,glencore,uk
01.01.2015,europe,finland,europe,finland,mineral,nickel,356.7609643,finland_national_group,finland
01.01.2015,europe,uk,europe,finland,mineral,nickel,4219.194781,glencore,uk
01.01.2015,europe,switzerland,europe,finland,mineral,nickel,1456.702124,swiss_group,switzerland
01.06.2015,europe,belgium,asia,china,mineral,cobalt,412.4452471,byd_group,china
01.06.2015,europe,belgium,africa,drc,mineral,nickel,3324.754935,areva,france
01.06.2015,europe,belgium,america,usa,mineral,silicon,2485.241741,newmont_goldcorp,usa
01.06.2015,europe,belgium,asia,russia,mineral,nickel,280.3006976,newmont_goldcorp,usa
01.06.2015,europe,belgium,america,chile,mineral,lithium,6779.852974,byd_group,china
01.06.2015,europe,italy,africa,drc,mineral,cobalt,356.9276164,areva,france
01.06.2015,europe,belgium,asia,china,manufactured,lithium_battery,30.89881118,byd_group,china
01.06.2015,europe,germany,asia,china,manufactured,lithium_battery,526.2712705,byd_group,china
01.06.2015,america,usa,asia,china,manufactured,lithium_battery,187.6234266,byd_group,china
01.06.2015,europe,france,america,chile,mineral,lithium,6460.642291,chile_nat_group,chile
01.06.2015,europe,poland,america,chile,mineral,lithium,412.7179652,chile_nat_group,chile
01.06.2015,asia,china,america,chile,mineral,lithium,2850.485256,chile_nat_group,chile
01.06.2015,europe,france,asia,china,mineral,nickel,5095.414659,byd_group,china
01.06.2015,europe,france,europe,france,manufactured,lithium_battery,16.18556135,french_mining_group,france
01.06.2015,europe,france,asia,russia,mineral,cobalt,349.6614885,french_mining_group,france
01.06.2015,europe,france,america,brasil,mineral,cobalt,95.56338922,french_mining_group,france
01.06.2015,europe,belgium,europe,germany,manufactured,lithium_battery,280.376362,german_mining_network,germany
01.06.2015,europe,france,europe,germany,manufactured,lithium_battery,32.74839804,german_mining_network,germany
01.06.2015,europe,germany,africa,drc,mineral,cobalt,2.833025217,german_mining_network,germany
01.06.2015,america,usa,europe,germany,manufactured,nickel_battery,267.3446925,german_mining_network,germany
01.06.2015,europe,germany,africa,south_africa,mineral,manganese,19.85653215,glencore,uk
01.06.2015,europe,germany,asia,china,mineral,cobalt,286.1899385,byd_group,china
01.06.2015,europe,switzerland,africa,south_africa,mineral,manganese,263.9930419,glencore,uk
01.06.2015,europe,uk,africa,drc,mineral,nickel,1030.438153,glencore,uk
01.06.2015,europe,uk,africa,south_africa,mineral,manganese,6.097299939,glencore,uk
01.06.2015,europe,germany,america,chile,mineral,lithium,13688.11509,byd_group,china
01.06.2015,asia,china,africa,south_africa,mineral,manganese,148.2621141,glencore,uk
01.06.2015,europe,france,america,usa,mineral,silicon,255.9574136,newmont_goldcorp,usa
01.06.2015,europe,italy,asia,china,mineral,cobalt,148.423894,taiyuan_mining_group,china
01.06.2015,europe,germany,america,usa,mineral,silicon,246.1706066,newmont_goldcorp,usa
01.06.2015,europe,germany,america,brasil,mineral,lithium,48.36523969,newmont_goldcorp,usa
01.06.2015,europe,poland,america,usa,mineral,silicon,51.09104536,newmont_goldcorp,usa
01.06.2015,europe,italy,america,chile,mineral,lithium,882.1895675,byd_group,china
01.06.2015,europe,spain,america,usa,mineral,cobalt,174.531409,newmont_goldcorp,usa
01.06.2015,asia,china,america,usa,mineral,silicon,26.21284503,newmont_goldcorp,usa
01.06.2015,europe,poland,asia,china,mineral,graphite,628.4564068,byd_group,china
01.06.2015,europe,poland,africa,drc,mineral,cobalt,11.61032874,taiyuan_mining_group,china
01.06.2015,europe,belgium,europe,france,manufactured,lithium_battery,64.70528811,sibelco,belgium
01.06.2015,europe,belgium,america,brasil,mineral,cobalt,94.34083743,sibelco,belgium
01.06.2015,europe,belgium,africa,zimbabwe,mineral,lithium,6585.107556,south_africa_min_group,south_africa
01.06.2015,europe,france,africa,drc,mineral,graphite,1822.16215,south_africa_min_group,south_africa
01.06.2015,europe,france,africa,south_africa,mineral,manganese,88.96981489,south_africa_min_group,south_africa
01.06.2015,europe,spain,asia,china,mineral,graphite,2547.399322,byd_group,china
01.06.2015,europe,italy,africa,south_africa,mineral,silicon,229.0811755,south_africa_min_group,south_africa
01.06.2015,europe,italy,africa,south_africa,mineral,manganese,498.3276997,south_africa_min_group,south_africa
01.06.2015,europe,poland,africa,south_africa,mineral,manganese,314.2600531,south_africa_min_group,south_africa
01.06.2015,europe,spain,america,chile,mineral,lithium,44.97968582,byd_group,china
01.06.2015,europe,switzerland,africa,drc,mineral,graphite,1364.579733,swiss_group,switzerland
01.06.2015,europe,switzerland,america,usa,mineral,cobalt,312.8264547,swiss_group,switzerland
01.06.2015,europe,switzerland,asia,china,mineral,graphite,15.24426957,taiyuan_mining_group,china
01.06.2015,europe,switzerland,america,chile,mineral,lithium,15689.46281,swiss_group,switzerland
01.06.2015,europe,switzerland,america,brasil,mineral,silicon,17.20309952,swiss_group,switzerland
01.06.2015,europe,spain,africa,zimbabwe,mineral,lithium,581.3954195,zimbabwe_group,zimbabwe
01.06.2015,europe,germany,asia,russia,mineral,cobalt,117.701743,russia_mining_network,russia
01.06.2015,europe,italy,asia,russia,mineral,cobalt,236.9959047,russia_mining_network,russia
01.06.2015,europe,italy,america,brasil,mineral,silicon,48.33884884,glencore,uk
01.06.2015,europe,uk,asia,china,mineral,graphite,1076.533526,byd_group,china
01.06.2015,europe,poland,asia,russia,mineral,cobalt,180.1020495,russia_mining_network,russia
01.06.2015,europe,poland,europe,poland,mineral,lithium,5517.205845,poland_group,poland
01.06.2015,europe,spain,africa,drc,mineral,cobalt,9.63606174,,
01.06.2015,europe,uk,america,chile,mineral,lithium,13846.2931,taiyuan_mining_group,china
01.06.2015,europe,spain,asia,russia,mineral,cobalt,105.5694755,russia_mining_network,russia
01.06.2015,europe,uk,asia,china,mineral,lithium,2558.850589,byd_group,china
01.06.2015,europe,spain,america,brasil,mineral,lithium,9895.308099,glencore,uk
01.06.2015,europe,switzerland,asia,russia,mineral,cobalt,479.0221771,glencore,uk
01.06.2015,europe,uk,america,usa,mineral,cobalt,130.3793564,newmont_goldcorp,usa
01.06.2015,europe,uk,asia,russia,mineral,cobalt,117.7822114,russia_mining_network,russia
01.06.2015,asia,china,asia,china,mineral,lithium,15419.14392,taiyuan_mining_group,china
01.06.2015,asia,china,africa,drc,mineral,nickel,6103.689933,byd_group,china
01.06.2015,asia,china,africa,drc,mineral,graphite,8.442560311,taiyuan_mining_group,china
01.06.2015,asia,china,america,argentina,mineral,lithium,5624.207068,newmont_goldcorp,usa
01.06.2015,asia,china,oceany,australia,mineral,lithium,3821.850724,byd_group,china
01.06.2015,asia,china,africa,drc,mineral,cobalt,572.9700272,,
01.06.2015,europe,belgium,asia,japan,manufactured,lithium_battery,1.528997166,sanyo,japan
01.06.2015,america,usa,asia,japan,manufactured,nickel_battery,2.107087786,sanyo,japan
01.06.2015,europe,belgium,asia,south_korea,manufactured,lithium_battery,103.5139804,kokam_co,south_korea
01.06.2015,america,usa,asia,south_korea,manufactured,nickel_battery,38.85290509,kokam_co,south_korea
01.06.2015,america,usa,europe,uk,manufactured,lithium_battery,6.819369898,glencore,uk
01.06.2015,america,usa,america,usa,manufactured,lithium_battery,17.83945741,taiyuan_mining_group,china
01.06.2015,europe,germany,europe,finland,mineral,nickel,3238.474534,german_mining_network,germany
01.06.2015,europe,france,europe,finland,mineral,nickel,342.8538825,finland_national_group,finland
01.06.2015,europe,spain,europe,finland,mineral,nickel,7096.49342,finland_national_group,finland
01.06.2015,europe,poland,europe,finland,mineral,nickel,1626.082828,poland_group,poland
01.06.2015,europe,italy,europe,finland,mineral,nickel,281.8320323,glencore,uk
01.06.2015,europe,finland,europe,finland,mineral,nickel,3907.242167,finland_national_group,finland
01.06.2015,europe,uk,europe,finland,mineral,nickel,3481.4647,glencore,uk
01.06.2015,europe,switzerland,europe,finland,mineral,nickel,2657.517186,swiss_group,switzerland
01.01.2016,europe,belgium,asia,china,mineral,cobalt,29.23902654,byd_group,china
01.01.2016,europe,belgium,africa,drc,mineral,nickel,39.51794697,areva,france
01.01.2016,europe,belgium,america,usa,mineral,silicon,1079.218382,newmont_goldcorp,usa
01.01.2016,europe,belgium,asia,russia,mineral,nickel,201.9277387,newmont_goldcorp,usa
01.01.2016,europe,belgium,america,chile,mineral,lithium,7087.13119,byd_group,china
01.01.2016,europe,italy,africa,drc,mineral,cobalt,38.01650423,areva,france
01.01.2016,europe,belgium,asia,china,manufactured,lithium_battery,366.4577194,byd_group,china
01.01.2016,europe,germany,asia,china,manufactured,lithium_battery,262.668059,byd_group,china
01.01.2016,america,usa,asia,china,manufactured,lithium_battery,436.5123639,byd_group,china
01.01.2016,europe,france,america,chile,mineral,lithium,2539.169308,chile_nat_group,chile
01.01.2016,europe,poland,america,chile,mineral,lithium,5070.6686,chile_nat_group,chile
01.01.2016,asia,china,america,chile,mineral,lithium,4437.529243,chile_nat_group,chile
01.01.2016,europe,france,asia,china,mineral,nickel,117.6314877,byd_group,china
01.01.2016,europe,france,europe,france,manufactured,lithium_battery,15.04118549,french_mining_group,france
01.01.2016,europe,france,asia,russia,mineral,cobalt,240.0276181,french_mining_group,france
01.01.2016,europe,france,america,brasil,mineral,cobalt,143.7277727,french_mining_group,france
01.01.2016,europe,belgium,europe,germany,manufactured,lithium_battery,53.40057405,german_mining_network,germany
01.01.2016,europe,france,europe,germany,manufactured,lithium_battery,255.0300775,german_mining_network,germany
01.01.2016,europe,germany,africa,drc,mineral,cobalt,104.5538022,german_mining_network,germany
01.01.2016,america,usa,europe,germany,manufactured,nickel_battery,413.1475957,german_mining_network,germany
01.01.2016,europe,germany,africa,south_africa,mineral,manganese,33.22069757,glencore,uk
01.01.2016,europe,germany,asia,china,mineral,cobalt,119.4473129,byd_group,china
01.01.2016,europe,switzerland,africa,south_africa,mineral,manganese,287.8020306,glencore,uk
01.01.2016,europe,uk,africa,drc,mineral,nickel,7689.866334,glencore,uk
01.01.2016,europe,uk,africa,south_africa,mineral,manganese,313.7234996,glencore,uk
01.01.2016,europe,germany,america,chile,mineral,lithium,399.2131907,byd_group,china
01.01.2016,asia,china,africa,south_africa,mineral,manganese,50.6777311,glencore,uk
01.01.2016,europe,france,america,usa,mineral,silicon,56.10058636,newmont_goldcorp,usa
01.01.2016,europe,italy,asia,china,mineral,cobalt,66.45598777,taiyuan_mining_group,china
01.01.2016,europe,germany,america,usa,mineral,silicon,199.1890063,newmont_goldcorp,usa
01.01.2016,europe,germany,america,brasil,mineral,lithium,1620.169409,newmont_goldcorp,usa
01.01.2016,europe,poland,america,usa,mineral,silicon,23.90096014,newmont_goldcorp,usa
01.01.2016,europe,italy,america,chile,mineral,lithium,1360.053649,byd_group,china
01.01.2016,europe,spain,america,usa,mineral,cobalt,691.1910872,newmont_goldcorp,usa
01.01.2016,asia,china,america,usa,mineral,silicon,116.6202967,newmont_goldcorp,usa
01.01.2016,europe,poland,asia,china,mineral,graphite,1155.442824,byd_group,china
01.01.2016,europe,poland,africa,drc,mineral,cobalt,158.7130415,taiyuan_mining_group,china
01.01.2016,europe,belgium,europe,france,manufactured,lithium_battery,7.486626163,sibelco,belgium
01.01.2016,europe,belgium,america,brasil,mineral,cobalt,56.55242494,sibelco,belgium
01.01.2016,europe,belgium,africa,zimbabwe,mineral,lithium,4885.850776,south_africa_min_group,south_africa
01.01.2016,europe,france,africa,drc,mineral,graphite,1735.469983,south_africa_min_group,south_africa
01.01.2016,europe,france,africa,south_africa,mineral,manganese,27.59227392,south_africa_min_group,south_africa
01.01.2016,europe,spain,asia,china,mineral,graphite,2618.796286,byd_group,china
01.01.2016,europe,italy,africa,south_africa,mineral,silicon,88.34466267,south_africa_min_group,south_africa
01.01.2016,europe,italy,africa,south_africa,mineral,manganese,111.2014871,south_africa_min_group,south_africa
01.01.2016,europe,poland,africa,south_africa,mineral,manganese,384.1043974,south_africa_min_group,south_africa
01.01.2016,europe,spain,america,chile,mineral,lithium,2256.412322,byd_group,china
01.01.2016,europe,switzerland,africa,drc,mineral,graphite,621.299724,swiss_group,switzerland
01.01.2016,europe,switzerland,america,usa,mineral,cobalt,31.58023848,swiss_group,switzerland
01.01.2016,europe,switzerland,asia,china,mineral,graphite,1126.73764,taiyuan_mining_group,china
01.01.2016,europe,switzerland,america,chile,mineral,lithium,2570.153112,swiss_group,switzerland
01.01.2016,europe,switzerland,america,brasil,mineral,silicon,111.2711346,swiss_group,switzerland
01.01.2016,europe,spain,africa,zimbabwe,mineral,lithium,273.1625043,zimbabwe_group,zimbabwe
01.01.2016,europe,germany,asia,russia,mineral,cobalt,10.18389794,russia_mining_network,russia
01.01.2016,europe,italy,asia,russia,mineral,cobalt,19.98105883,russia_mining_network,russia
01.01.2016,europe,italy,america,brasil,mineral,silicon,298.0340246,glencore,uk
01.01.2016,europe,uk,asia,china,mineral,graphite,1333.524309,byd_group,china
01.01.2016,europe,poland,asia,russia,mineral,cobalt,298.0015579,russia_mining_network,russia
01.01.2016,europe,poland,europe,poland,mineral,lithium,4294.256363,poland_group,poland
01.01.2016,europe,spain,africa,drc,mineral,cobalt,47.10368772,,
01.01.2016,europe,uk,america,chile,mineral,lithium,3659.95354,taiyuan_mining_group,china
01.01.2016,europe,spain,asia,russia,mineral,cobalt,20.71716842,russia_mining_network,russia
01.01.2016,europe,uk,asia,china,mineral,lithium,13261.72355,byd_group,china
01.01.2016,europe,spain,america,brasil,mineral,lithium,3608.718253,glencore,uk
01.01.2016,europe,switzerland,asia,russia,mineral,cobalt,95.9500233,glencore,uk
01.01.2016,europe,uk,america,usa,mineral,cobalt,164.218676,newmont_goldcorp,usa
01.01.2016,europe,uk,asia,russia,mineral,cobalt,23.1649598,russia_mining_network,russia
01.01.2016,asia,china,asia,china,mineral,lithium,6744.138504,taiyuan_mining_group,china
01.01.2016,asia,china,africa,drc,mineral,nickel,3494.986298,byd_group,china
01.01.2016,asia,china,africa,drc,mineral,graphite,210.398653,taiyuan_mining_group,china
01.01.2016,asia,china,america,argentina,mineral,lithium,85.67596651,newmont_goldcorp,usa
01.01.2016,asia,china,oceany,australia,mineral,lithium,2236.181395,byd_group,china
01.01.2016,asia,china,africa,drc,mineral,cobalt,137.8907178,,
01.01.2016,europe,belgium,asia,japan,manufactured,lithium_battery,4.920478232,sanyo,japan
01.01.2016,america,usa,asia,japan,manufactured,nickel_battery,86.36818755,sanyo,japan
01.01.2016,europe,belgium,asia,south_korea,manufactured,lithium_battery,174.4239448,kokam_co,south_korea
01.01.2016,america,usa,asia,south_korea,manufactured,nickel_battery,72.56425692,kokam_co,south_korea
01.01.2016,america,usa,europe,uk,manufactured,lithium_battery,18.88294727,glencore,uk
01.01.2016,america,usa,america,usa,manufactured,lithium_battery,89.4807593,taiyuan_mining_group,china
01.01.2016,europe,germany,europe,finland,mineral,nickel,9036.881067,german_mining_network,germany
01.01.2016,europe,france,europe,finland,mineral,nickel,1382.817167,finland_national_group,finland
01.01.2016,europe,spain,europe,finland,mineral,nickel,7093.940349,finland_national_group,finland
01.01.2016,europe,poland,europe,finland,mineral,nickel,5060.255273,poland_group,poland
01.01.2016,europe,italy,europe,finland,mineral,nickel,511.3290426,glencore,uk
01.01.2016,europe,finland,europe,finland,mineral,nickel,1966.926952,finland_national_group,finland
01.01.2016,europe,uk,europe,finland,mineral,nickel,6870.904212,glencore,uk
01.01.2016,europe,switzerland,europe,finland,mineral,nickel,5413.693238,swiss_group,switzerland
01.06.2016,europe,belgium,asia,china,mineral,cobalt,458.4954386,byd_group,china
01.06.2016,europe,belgium,africa,drc,mineral,nickel,1634.138114,areva,france
01.06.2016,europe,belgium,america,usa,mineral,silicon,1707.810656,newmont_goldcorp,usa
01.06.2016,europe,belgium,asia,russia,mineral,nickel,250.5765479,newmont_goldcorp,usa
01.06.2016,europe,belgium,america,chile,mineral,lithium,2773.492026,byd_group,china
01.06.2016,europe,italy,africa,drc,mineral,cobalt,318.7837654,areva,france
01.06.2016,europe,belgium,asia,china,manufactured,lithium_battery,73.67290373,byd_group,china
01.06.2016,europe,germany,asia,china,manufactured,lithium_battery,12.9337039,byd_group,china
01.06.2016,america,usa,asia,china,manufactured,lithium_battery,43.96623824,byd_group,china
01.06.2016,europe,france,america,chile,mineral,lithium,152.1631103,chile_nat_group,chile
01.06.2016,europe,poland,america,chile,mineral,lithium,10569.3181,chile_nat_group,chile
01.06.2016,asia,china,america,chile,mineral,lithium,4784.286946,chile_nat_group,chile
01.06.2016,europe,france,asia,china,mineral,nickel,1394.07485,byd_group,china
01.06.2016,europe,france,europe,france,manufactured,lithium_battery,1.228776694,french_mining_group,france
01.06.2016,europe,france,asia,russia,mineral,cobalt,117.8447218,french_mining_group,france
01.06.2016,europe,france,america,brasil,mineral,cobalt,212.141974,french_mining_group,france
01.06.2016,europe,belgium,europe,germany,manufactured,lithium_battery,130.7734581,german_mining_network,germany
01.06.2016,europe,france,europe,germany,manufactured,lithium_battery,103.2900745,german_mining_network,germany
01.06.2016,europe,germany,africa,drc,mineral,cobalt,67.05143912,german_mining_network,germany
01.06.2016,america,usa,europe,germany,manufactured,nickel_battery,189.5949143,german_mining_network,germany
01.06.2016,europe,germany,africa,south_africa,mineral,manganese,539.6681687,glencore,uk
01.06.2016,europe,germany,asia,china,mineral,cobalt,547.1339145,byd_group,china
01.06.2016,europe,switzerland,africa,south_africa,mineral,manganese,471.1322862,glencore,uk
01.06.2016,europe,uk,africa,drc,mineral,nickel,120.6408238,glencore,uk
01.06.2016,europe,uk,africa,south_africa,mineral,manganese,2.984227837,glencore,uk
01.06.2016,europe,germany,america,chile,mineral,lithium,11286.00731,byd_group,china
01.06.2016,asia,china,africa,south_africa,mineral,manganese,90.04825991,glencore,uk
01.06.2016,europe,france,america,usa,mineral,silicon,76.58761722,newmont_goldcorp,usa
01.06.2016,europe,italy,asia,china,mineral,cobalt,194.155852,taiyuan_mining_group,china
01.06.2016,europe,germany,america,usa,mineral,silicon,152.1543706,newmont_goldcorp,usa
01.06.2016,europe,germany,america,brasil,mineral,lithium,2465.25424,newmont_goldcorp,usa
01.06.2016,europe,poland,america,usa,mineral,silicon,1.889244276,newmont_goldcorp,usa
01.06.2016,europe,italy,america,chile,mineral,lithium,1254.681268,byd_group,china
01.06.2016,europe,spain,america,usa,mineral,cobalt,389.7977514,newmont_goldcorp,usa
01.06.2016,asia,china,america,usa,mineral,silicon,72.5051861,newmont_goldcorp,usa
01.06.2016,europe,poland,asia,china,mineral,graphite,474.5163911,byd_group,china
01.06.2016,europe,poland,africa,drc,mineral,cobalt,122.7156331,taiyuan_mining_group,china
01.06.2016,europe,belgium,europe,france,manufactured,lithium_battery,15.21675454,sibelco,belgium
01.06.2016,europe,belgium,america,brasil,mineral,cobalt,604.6001786,sibelco,belgium
01.06.2016,europe,belgium,africa,zimbabwe,mineral,lithium,1822.255761,south_africa_min_group,south_africa
01.06.2016,europe,france,africa,drc,mineral,graphite,388.4571717,south_africa_min_group,south_africa
01.06.2016,europe,france,africa,south_africa,mineral,manganese,694.4188338,south_africa_min_group,south_africa
01.06.2016,europe,spain,asia,china,mineral,graphite,425.8273405,byd_group,china
01.06.2016,europe,italy,africa,south_africa,mineral,silicon,211.0428547,south_africa_min_group,south_africa
01.06.2016,europe,italy,africa,south_africa,mineral,manganese,369.5235553,south_africa_min_group,south_africa
01.06.2016,europe,poland,africa,south_africa,mineral,manganese,44.31741529,south_africa_min_group,south_africa
01.06.2016,europe,spain,america,chile,mineral,lithium,1197.426795,byd_group,china
01.06.2016,europe,switzerland,africa,drc,mineral,graphite,1703.024473,swiss_group,switzerland
01.06.2016,europe,switzerland,america,usa,mineral,cobalt,210.7793607,swiss_group,switzerland
01.06.2016,europe,switzerland,asia,china,mineral,graphite,178.5455328,taiyuan_mining_group,china
01.06.2016,europe,switzerland,america,chile,mineral,lithium,486.1390393,swiss_group,switzerland
01.06.2016,europe,switzerland,america,brasil,mineral,silicon,20.26511131,swiss_group,switzerland
01.06.2016,europe,spain,africa,zimbabwe,mineral,lithium,150.4751775,zimbabwe_group,zimbabwe
01.06.2016,europe,germany,asia,russia,mineral,cobalt,110.7406019,russia_mining_network,russia
01.06.2016,europe,italy,asia,russia,mineral,cobalt,305.093148,russia_mining_network,russia
01.06.2016,europe,italy,america,brasil,mineral,silicon,203.1198614,glencore,uk
01.06.2016,europe,uk,asia,china,mineral,graphite,383.5182303,byd_group,china
01.06.2016,europe,poland,asia,russia,mineral,cobalt,255.5145797,russia_mining_network,russia
01.06.2016,europe,poland,europe,poland,mineral,lithium,6568.961826,poland_group,poland
01.06.2016,europe,spain,africa,drc,mineral,cobalt,379.7320017,,
01.06.2016,europe,uk,america,chile,mineral,lithium,1769.324636,taiyuan_mining_group,china
01.06.2016,europe,spain,asia,russia,mineral,cobalt,366.7859473,russia_mining_network,russia
01.06.2016,europe,uk,asia,china,mineral,lithium,5771.639447,byd_group,china
01.06.2016,europe,spain,america,brasil,mineral,lithium,5704.61182,glencore,uk
01.06.2016,europe,switzerland,asia,russia,mineral,cobalt,5.012271882,glencore,uk
01.06.2016,europe,uk,america,usa,mineral,cobalt,123.8753201,newmont_goldcorp,usa
01.06.2016,europe,uk,asia,russia,mineral,cobalt,197.331847,russia_mining_network,russia
01.06.2016,asia,china,asia,china,mineral,lithium,2527.45237,taiyuan_mining_group,china
01.06.2016,asia,china,africa,drc,mineral,nickel,1551.493564,byd_group,china
01.06.2016,asia,china,africa,drc,mineral,graphite,84.16449524,taiyuan_mining_group,china
01.06.2016,asia,china,america,argentina,mineral,lithium,15811.48635,newmont_goldcorp,usa
01.06.2016,asia,china,oceany,australia,mineral,lithium,3649.265583,byd_group,china
01.06.2016,asia,china,africa,drc,mineral,cobalt,154.9476667,,
01.06.2016,europe,belgium,asia,japan,manufactured,lithium_battery,2.106609948,sanyo,japan
01.06.2016,america,usa,asia,japan,manufactured,nickel_battery,54.34413183,sanyo,japan
01.06.2016,europe,belgium,asia,south_korea,manufactured,lithium_battery,24.55526707,kokam_co,south_korea
01.06.2016,america,usa,asia,south_korea,manufactured,nickel_battery,48.46280885,kokam_co,south_korea
01.06.2016,america,usa,europe,uk,manufactured,lithium_battery,5.371946156,glencore,uk
01.06.2016,america,usa,america,usa,manufactured,lithium_battery,1.370984283,taiyuan_mining_group,china
01.06.2016,europe,germany,europe,finland,mineral,nickel,2965.040844,german_mining_network,germany
01.06.2016,europe,france,europe,finland,mineral,nickel,313.6152118,finland_national_group,finland
01.06.2016,europe,spain,europe,finland,mineral,nickel,2611.362102,finland_national_group,finland
01.06.2016,europe,poland,europe,finland,mineral,nickel,1477.661771,poland_group,poland
01.06.2016,europe,italy,europe,finland,mineral,nickel,8091.866264,glencore,uk
01.06.2016,europe,finland,europe,finland,mineral,nickel,818.463119,finland_national_group,finland
01.06.2016,europe,uk,europe,finland,mineral,nickel,6559.591936,glencore,uk
01.06.2016,europe,switzerland,europe,finland,mineral,nickel,1994.635534,swiss_group,switzerland
01.01.2017,europe,belgium,asia,china,mineral,cobalt,162.9768365,byd_group,china
01.01.2017,europe,belgium,africa,drc,mineral,nickel,4351.277568,areva,france
01.01.2017,europe,belgium,america,usa,mineral,silicon,1329.41113,newmont_goldcorp,usa
01.01.2017,europe,belgium,asia,russia,mineral,nickel,261.8806949,newmont_goldcorp,usa
01.01.2017,europe,belgium,america,chile,mineral,lithium,2924.077369,byd_group,china
01.01.2017,europe,italy,africa,drc,mineral,cobalt,159.2961995,areva,france
01.01.2017,europe,belgium,asia,china,manufactured,lithium_battery,662.6645318,byd_group,china
01.01.2017,europe,germany,asia,china,manufactured,lithium_battery,508.3516797,byd_group,china
01.01.2017,america,usa,asia,china,manufactured,lithium_battery,437.857512,byd_group,china
01.01.2017,europe,france,america,chile,mineral,lithium,1226.432387,chile_nat_group,chile
01.01.2017,europe,poland,america,chile,mineral,lithium,2135.760779,chile_nat_group,chile
01.01.2017,asia,china,america,chile,mineral,lithium,8888.034937,chile_nat_group,chile
01.01.2017,europe,france,asia,china,mineral,nickel,3024.351007,byd_group,china
01.01.2017,europe,france,europe,france,manufactured,lithium_battery,37.1428031,french_mining_group,france
01.01.2017,europe,france,asia,russia,mineral,cobalt,212.0610609,french_mining_group,france
01.01.2017,europe,france,america,brasil,mineral,cobalt,45.07051669,french_mining_group,france
01.01.2017,europe,belgium,europe,germany,manufactured,lithium_battery,68.34274792,german_mining_network,germany
01.01.2017,europe,france,europe,germany,manufactured,lithium_battery,58.39643469,german_mining_network,germany
01.01.2017,europe,germany,africa,drc,mineral,cobalt,51.7011149,german_mining_network,germany
01.01.2017,america,usa,europe,germany,manufactured,nickel_battery,80.72148227,german_mining_network,germany
01.01.2017,europe,germany,africa,south_africa,mineral,manganese,77.05974294,glencore,uk
01.01.2017,europe,germany,asia,china,mineral,cobalt,18.08860143,byd_group,china
01.01.2017,europe,switzerland,africa,south_africa,mineral,manganese,101.7030359,glencore,uk
01.01.2017,europe,uk,africa,drc,mineral,nickel,2199.868705,glencore,uk
01.01.2017,europe,uk,africa,south_africa,mineral,manganese,397.2599113,glencore,uk
01.01.2017,europe,germany,america,chile,mineral,lithium,2661.641368,byd_group,china
01.01.2017,asia,china,africa,south_africa,mineral,manganese,1.874560005,glencore,uk
